Startup Name,Amount_Cleaned,Sector_Standardized,City,State_Standardized,Investors' Name,Date_Parsed,Year
Jupiter,₹20.47 Cr,Foodtech,Ahmedabad,Gujarat,Bhavish Aggarwal,2019-01-23,2019
Noise,₹129.70 Cr,E-Commerce,Hyderabad,Telangana,"Matrix Partners India, Kunal Shah",2023-12-26,2023
WayCool,₹1256.38 Cr,Mobility,Gurgaon,Haryana,"Sequoia Capital, SoftBank Vision Fund",2016-10-29,2016
Rapido,₹19.50 Cr,E-Commerce,Mumbai,Maharashtra,Accel India,2016-05-28,2016
Go Digit,₹45.64 Cr,Social Media,Pune,Maharashtra,Peak XV Partners,2018-02-11,2018
Jumbotail,₹109.28 Cr,SaaS,Jaipur,Rajasthan,Lightspeed India,2022-12-22,2022
Zoomcar,₹45.07 Cr,Agritech,Bangalore,Karnataka,Nexus Venture Partners,2018-11-30,2018
Naukri,₹29.31 Cr,E-Commerce,Hyderabad,Telangana,Bhavish Aggarwal,2015-09-25,2015
Purplle,₹35.20 Cr,Foodtech,Coimbatore,Tamil Nadu,Kalaari Capital,2025-08-17,2025
Khatabook,₹121.53 Cr,SaaS,Bhubaneswar,Odisha,Ritesh Agarwal,2023-05-06,2023
Digit Insurance,₹24.94 Cr,Healthtech,Kolkata,West Bengal,Deepinder Goyal,2021-06-01,2021
Digit Insurance,₹28.16 Cr,Healthtech,Chennai,Tamil Nadu,Falguni Nayar,2020-05-02,2020
Moj,₹121.75 Cr,Edtech,Lucknow,Uttar Pradesh,"Kalaari Capital, Peak XV Partners",2024-03-17,2024
Sugar Cosmetics,₹14.84 Cr,Healthtech,Jaipur,Rajasthan,Deepinder Goyal,2023-06-26,2023
Revv,₹12.22 Cr,Fintech,Visakhapatnam,Andhra Pradesh,Ratan Tata,2020-05-02,2020
Niyo,₹514.99 Cr,Fintech,Pune,Maharashtra,"SoftBank Vision Fund, Saama Capital, Accel India",2023-09-22,2023
Rapido,₹539.82 Cr,E-Commerce,Ahmedabad,Gujarat,"Sequoia Capital, SAIF Partners",2018-06-14,2018
Flipkart Quick,₹298.99 Cr,SaaS,Delhi,Delhi,General Atlantic,2024-02-04,2024
Digit Insurance,₹14.52 Cr,Healthtech,Chennai,Tamil Nadu,Vijay Shekhar Sharma,2016-11-16,2016
ElasticRun,₹341.16 Cr,Gaming,Gurgaon,Haryana,"Sequoia Capital, Lightspeed India",2024-12-31,2024
Lybrate,₹238.37 Cr,Fintech,Hyderabad,Telangana,"SoftBank Vision Fund, Alibaba",2017-08-13,2017
CarDekho,₹454.95 Cr,E-Commerce,Delhi,Delhi,Lightspeed India,2020-02-22,2020
Chingari,₹402.53 Cr,Healthtech,Coimbatore,Tamil Nadu,"Google Ventures, Flipkart Ventures, Lightspeed India",2021-12-02,2021
Cure.fit,₹125.17 Cr,Mobility,Hyderabad,Telangana,Kalaari Capital,2017-07-06,2017
Simplilearn,₹327.44 Cr,Fintech,Chennai,Tamil Nadu,"Google Ventures, Sequoia Capital, SAIF Partners",2017-10-31,2017
Blinkit,₹73.55 Cr,Edtech,Coimbatore,Tamil Nadu,Accel India,2020-07-24,2020
OYO Rooms,₹22.29 Cr,E-Commerce,Bangalore,Karnataka,Sequoia Capital India,2017-12-17,2017
FreshToHome,₹13.60 Cr,Fintech,Mysore,Karnataka,Binny Bansal,2020-09-22,2020
Moglix,₹191.91 Cr,Healthtech,Hyderabad,Telangana,"General Atlantic, Coatue Management",2018-01-26,2018
ElasticRun,₹167.98 Cr,Gaming,Lucknow,Uttar Pradesh,"Fireside Ventures, SAIF Partners",2024-10-25,2024
FabHotels,₹8.04 Cr,SaaS,Ahmedabad,Gujarat,Sachin Bansal,2016-08-13,2016
Freshdesk,₹347.30 Cr,E-Commerce,Chandigarh,Chandigarh,"Saama Capital, Andreessen Horowitz",2015-06-26,2015
Digit Insurance,₹2.77 Cr,Healthtech,Mumbai,Maharashtra,Accel India,2018-06-12,2018
Sugar Cosmetics,₹63.64 Cr,Healthtech,Mysore,Karnataka,Fireside Ventures,2024-03-31,2024
MPL,₹10.59 Cr,Healthtech,Bangalore,Karnataka,Deepinder Goyal,2017-03-03,2017
Glance,₹169.71 Cr,Logistics,Gurgaon,Haryana,Blume Ventures,2021-11-20,2021
ONDC,₹6.23 Cr,SaaS,Bangalore,Karnataka,Binny Bansal,2022-04-09,2022
Grofers,₹535.79 Cr,E-Commerce,Delhi,Delhi,SoftBank Vision Fund,2018-02-26,2018
Sugar Cosmetics,₹88.62 Cr,Healthtech,Lucknow,Uttar Pradesh,"Sequoia Capital India, Binny Bansal",2025-10-12,2025
Scripbox,₹171.79 Cr,Logistics,Chennai,Tamil Nadu,Elevation Capital,2024-12-06,2024
OkCredit,₹74.10 Cr,E-Commerce,Indore,Madhya Pradesh,Kalaari Capital,2022-08-23,2022
Zoomcar,₹211.26 Cr,Agritech,Kolkata,West Bengal,"Qualcomm Ventures, Accel Partners",2019-04-16,2019
EarlySalary,₹72.72 Cr,Mobility,Lucknow,Uttar Pradesh,Lightspeed India,2022-12-17,2022
Jar,₹367.20 Cr,Healthtech,Bangalore,Karnataka,"Lightspeed India, Saama Capital",2021-09-14,2021
Udaan,₹220.59 Cr,Fintech,Kolkata,West Bengal,"Sequoia Capital India, Matrix Partners India",2018-01-25,2018
Xpressbees,₹125.94 Cr,Fintech,Delhi,Delhi,"Mumbai Angels, Bhavish Aggarwal",2021-02-02,2021
Oyo,₹985.72 Cr,E-Commerce,Mumbai,Maharashtra,"Multiples Alternate Asset Management, Chiratae Ventures",2021-07-04,2021
Roposo,₹12.25 Cr,E-Commerce,Gurgaon,Haryana,Peak XV Partners,2019-08-06,2019
Noise,₹2105.78 Cr,E-Commerce,Mumbai,Maharashtra,"SoftBank Vision Fund, Tencent",2025-10-14,2025
Spinny,₹387.25 Cr,SaaS,Bangalore,Karnataka,"Naspers, Tiger Global, Aditya Birla Ventures",2021-01-01,2021
Zetwerk,₹31.65 Cr,Foodtech,Delhi,Delhi,Vijay Shekhar Sharma,2021-04-17,2021
Zostel,₹95.42 Cr,Fintech,Lucknow,Uttar Pradesh,Sequoia Capital India,2018-12-26,2018
ElasticRun,₹131.95 Cr,Gaming,Pune,Maharashtra,"Sequoia Capital India, Peak XV Partners",2021-05-06,2021
Ula,₹128.78 Cr,SaaS,Chandigarh,Chandigarh,Blume Ventures,2020-05-30,2020
Vogo,₹1457.62 Cr,Edtech,Mumbai,Maharashtra,"Multiples Alternate Asset Management, Accel Partners, Naspers",2021-01-05,2021
CarTrade,₹610.30 Cr,E-Commerce,Hyderabad,Telangana,"SAIF Partners, Chiratae Ventures, Accel India",2014-08-09,2014
Mobile Premier League,₹376.40 Cr,Foodtech,Kochi,Kerala,"Reliance Ventures, Lightspeed India, Google Ventures",2019-06-19,2019
Pepperfry,₹6.55 Cr,E-Commerce,Delhi,Delhi,Fireside Ventures,2015-07-04,2015
Fire-Boltt,₹256.12 Cr,Foodtech,Jaipur,Rajasthan,Lightspeed Venture Partners,2025-05-29,2025
Zoomcar,₹5.29 Cr,Agritech,Thiruvananthapuram,Kerala,Binny Bansal,2017-05-03,2017
Stable Money,₹168.43 Cr,E-Commerce,Gurgaon,Haryana,"Lightspeed Venture Partners, General Atlantic",2023-06-24,2023
Stable Money,₹3.69 Cr,E-Commerce,Indore,Madhya Pradesh,Lightspeed India,2023-08-28,2023
ShareChat,₹9.86 Cr,Fintech,Vadodara,Gujarat,Matrix Partners India,2019-10-19,2019
CredFlow,₹46.30 Cr,E-Commerce,Ahmedabad,Gujarat,Fireside Ventures,2023-09-25,2023
DealShare,₹22.31 Cr,Foodtech,Pune,Maharashtra,Lightspeed India,2019-06-07,2019
KissanKraft,₹44.61 Cr,Gaming,Gurgaon,Haryana,Indian Angel Network,2023-10-04,2023
Paytm First Games,₹76.24 Cr,Social Media,Coimbatore,Tamil Nadu,"Nexus Venture Partners, Lightspeed India",2018-01-05,2018
Chingari,₹135.68 Cr,Healthtech,Bhubaneswar,Odisha,Sequoia Capital India,2023-05-26,2023
Treebo,₹1193.27 Cr,Logistics,Delhi,Delhi,"Fireside Ventures, Sequoia Capital, SoftBank Vision Fund, Coatue Management",2020-07-26,2020
PhonePe,₹30.72 Cr,E-Commerce,Chennai,Tamil Nadu,Indian Angel Network,2014-05-25,2014
Ecom Express,₹119.02 Cr,E-Commerce,Delhi,Delhi,"Binny Bansal, Elevation Capital",2018-02-26,2018
FreshToHome,₹462.76 Cr,Fintech,Ahmedabad,Gujarat,"Coatue Management, Tencent, Lightspeed Venture Partners",2022-11-08,2022
Atomberg,₹137.25 Cr,SaaS,Delhi,Delhi,"Kunal Shah, Ritesh Agarwal",2025-08-12,2025
Niyo,₹97.49 Cr,Fintech,Hyderabad,Telangana,Ritesh Agarwal,2024-09-25,2024
Dunzo,₹88.64 Cr,SaaS,Chennai,Tamil Nadu,"Ratan Tata, Elevation Capital",2016-01-06,2016
Noise,₹53.93 Cr,E-Commerce,Ahmedabad,Gujarat,Peak XV Partners,2022-01-20,2022
Shadowfax,₹23.10 Cr,SaaS,Mumbai,Maharashtra,Kunal Shah,2018-11-03,2018
Simple Energy,₹73.74 Cr,Fintech,Pune,Maharashtra,Kalaari Capital,2025-02-07,2025
Open Network,₹186.33 Cr,Healthtech,Gurgaon,Haryana,"Blume Ventures, Andreessen Horowitz",2024-03-09,2024
Jumbotail,₹36.75 Cr,SaaS,Chennai,Tamil Nadu,Kunal Shah,2020-11-18,2020
Paytm First Games,₹115.63 Cr,Social Media,Nagpur,Maharashtra,"Accel India, Kunal Shah",2020-07-19,2020
Meesho,₹73.95 Cr,E-Commerce,Kochi,Kerala,"SAIF Partners, Elevation Capital",2018-04-29,2018
InShorts,₹7.43 Cr,SaaS,Hyderabad,Telangana,Lightspeed India,2022-06-29,2022
Upstox,₹750.48 Cr,Fintech,Chennai,Tamil Nadu,"SoftBank Vision Fund, Tiger Global, Multiples Alternate Asset Management, Warburg Pincus",2017-04-06,2017
JustDial,₹142.94 Cr,E-Commerce,Indore,Madhya Pradesh,Accel India,2013-12-29,2013
Oyo,₹41.01 Cr,E-Commerce,Hyderabad,Telangana,Vijay Shekhar Sharma,2016-05-22,2016
Acko,₹27.78 Cr,E-Commerce,Kolkata,West Bengal,Blume Ventures,2018-12-24,2018
Atomberg,₹146.28 Cr,SaaS,Gurgaon,Haryana,"Blume Ventures, Peak XV Partners",2025-07-29,2025
Udaan,₹322.36 Cr,Fintech,Gurgaon,Haryana,"Nexus Venture Partners, Lightspeed Venture Partners",2017-05-01,2017
Simple Energy,₹211.78 Cr,Fintech,Bangalore,Karnataka,Coatue Management,2025-09-16,2025
BharatPe,₹190.53 Cr,Healthtech,Vadodara,Gujarat,"Sequoia Capital India, Lightspeed Venture Partners",2024-11-10,2024
ONDC,₹4.23 Cr,SaaS,Kolkata,West Bengal,Blume Ventures,2025-03-28,2025
BYJU'S,₹8.19 Cr,Foodtech,Hyderabad,Telangana,Accel India,2013-06-18,2013
Blinkit,₹11.94 Cr,Edtech,Visakhapatnam,Andhra Pradesh,Fireside Ventures,2021-11-29,2021
Shadowfax,₹194.76 Cr,SaaS,Hyderabad,Telangana,"Google Ventures, Qualcomm Ventures",2020-04-30,2020
Treebo,₹17.00 Cr,Logistics,Gurgaon,Haryana,Mumbai Angels,2018-10-10,2018
Purplle,₹11.68 Cr,Foodtech,Hyderabad,Telangana,Blume Ventures,2022-07-29,2022
CredFlow,₹410.59 Cr,E-Commerce,Pune,Maharashtra,Amazon Ventures,2025-07-17,2025
Arya.ag,₹3.36 Cr,Logistics,Gurgaon,Haryana,Vijay Shekhar Sharma,2022-05-02,2022
DealShare,₹213.27 Cr,Foodtech,Bangalore,Karnataka,Alibaba,2022-03-30,2022
Flipkart,₹308.17 Cr,E-Commerce,Bangalore,Karnataka,Matrix Partners India,2015-03-12,2015
Zoomcar,₹246.47 Cr,Agritech,Chandigarh,Chandigarh,"Sequoia Capital India, Tiger Global",2020-01-31,2020
Verloop.io,₹28.86 Cr,Fintech,Visakhapatnam,Andhra Pradesh,Saama Capital,2017-11-10,2017
UrbanLadder,₹74.83 Cr,Fintech,Gurgaon,Haryana,Saama Capital,2018-12-19,2018
FabHotels,₹157.43 Cr,SaaS,Coimbatore,Tamil Nadu,"Naspers, Tencent",2020-07-20,2020
Shadowfax,₹6.43 Cr,SaaS,Bangalore,Karnataka,Bhavish Aggarwal,2017-08-26,2017
Unacademy,₹17.02 Cr,Fintech,Gurgaon,Haryana,Kunal Shah,2015-05-16,2015
InMobi,₹5.68 Cr,E-Commerce,Pune,Maharashtra,Matrix Partners India,2011-05-06,2011
WayCool,₹15.53 Cr,Mobility,Chennai,Tamil Nadu,Sachin Bansal,2013-01-15,2013
Ola Electric,₹5.57 Cr,Foodtech,Pune,Maharashtra,Deepinder Goyal,2023-03-09,2023
Atomberg,₹15.32 Cr,SaaS,Hyderabad,Telangana,Chiratae Ventures,2023-09-03,2023
INDmoney,₹1130.25 Cr,Fintech,Hyderabad,Telangana,"Matrix Partners India, Tencent",2025-01-14,2025
Zoomcar,₹216.27 Cr,Agritech,Mumbai,Maharashtra,Sequoia Capital,2019-06-07,2019
Infra.Market,₹175.99 Cr,E-Commerce,Chennai,Tamil Nadu,Times Internet,2019-10-05,2019
Josh,₹608.50 Cr,Fintech,Coimbatore,Tamil Nadu,"Sequoia Capital, Elevation Capital",2024-02-04,2024
Bounce,₹15.53 Cr,Foodtech,Chennai,Tamil Nadu,Fireside Ventures,2018-04-21,2018
OkCredit,₹29.17 Cr,E-Commerce,Pune,Maharashtra,Falguni Nayar,2020-10-24,2020
Dunzo Daily,₹8.08 Cr,SaaS,Gurgaon,Haryana,Saama Capital,2019-11-20,2019
Vogo,₹24.11 Cr,Edtech,Coimbatore,Tamil Nadu,Peak XV Partners,2018-10-29,2018
CropIn,₹3.24 Cr,Agritech,Mumbai,Maharashtra,Elevation Capital,2025-03-17,2025
Mamaearth,₹7.74 Cr,Edtech,Ahmedabad,Gujarat,Elevation Capital,2022-03-12,2022
boAt,₹10.31 Cr,Logistics,Mumbai,Maharashtra,Blume Ventures,2022-09-29,2022
Nykaa Fashion,₹6.06 Cr,SaaS,Pune,Maharashtra,Accel India,2024-04-16,2024
Oyo,₹117.02 Cr,E-Commerce,Ahmedabad,Gujarat,Ritesh Agarwal,2017-08-16,2017
Zomato,₹81.84 Cr,E-Commerce,Mumbai,Maharashtra,"Lightspeed India, Chiratae Ventures",2014-12-07,2014
Tractor Junction,₹4.13 Cr,Logistics,Lucknow,Uttar Pradesh,Binny Bansal,2025-01-26,2025
Scripbox,₹487.67 Cr,Logistics,Jaipur,Rajasthan,Lightspeed Venture Partners,2025-11-06,2025
Scripbox,₹16.76 Cr,Logistics,Indore,Madhya Pradesh,Binny Bansal,2022-09-13,2022
FreshToHome,₹342.08 Cr,Fintech,Pune,Maharashtra,Elevation Capital,2023-07-29,2023
Vogo,₹75.50 Cr,Edtech,Hyderabad,Telangana,Lightspeed India,2017-06-13,2017
Wow Skin Science,₹98.29 Cr,E-Commerce,Hyderabad,Telangana,Kalaari Capital,2024-01-24,2024
Digit Insurance,₹29.76 Cr,Healthtech,Kolkata,West Bengal,Kalaari Capital,2019-10-22,2019
Rivigo,₹128.59 Cr,Foodtech,Chennai,Tamil Nadu,"Deepinder Goyal, Chiratae Ventures",2018-09-05,2018
Milkbasket,₹188.94 Cr,E-Commerce,Mumbai,Maharashtra,"Lightspeed Venture Partners, Andreessen Horowitz",2021-05-29,2021
CarDekho,₹37.65 Cr,E-Commerce,Mumbai,Maharashtra,Lightspeed India,2012-10-29,2012
Shaadi.com,₹50.81 Cr,E-Commerce,Chennai,Tamil Nadu,"Matrix Partners India, Nexus Venture Partners",2011-10-22,2011
Moj,₹43.97 Cr,Edtech,Bangalore,Karnataka,Vijay Shekhar Sharma,2021-02-08,2021
Ecom Express,₹196.11 Cr,E-Commerce,Hyderabad,Telangana,TCS Ventures,2018-02-01,2018
ShareChat,₹185.51 Cr,Fintech,Bangalore,Karnataka,Fireside Ventures,2022-10-09,2022
Stable Money,₹8.01 Cr,E-Commerce,Gurgaon,Haryana,Chiratae Ventures,2022-07-09,2022
Niyo,₹6.65 Cr,Fintech,Indore,Madhya Pradesh,Ratan Tata,2023-11-28,2023
FreshToHome,₹482.57 Cr,Fintech,Kochi,Kerala,"Tiger Global, SoftBank Vision Fund, Lightspeed Venture Partners",2024-03-19,2024
HealthifyMe,₹435.47 Cr,E-Commerce,Indore,Madhya Pradesh,"Accel India, Nexus Venture Partners",2016-11-21,2016
Go Digit,₹114.68 Cr,Social Media,Indore,Madhya Pradesh,"Deepinder Goyal, Saama Capital",2020-09-13,2020
Arya.ag,₹7.22 Cr,Logistics,Gurgaon,Haryana,Falguni Nayar,2025-11-12,2025
INDmoney,₹13.13 Cr,Fintech,Bangalore,Karnataka,Blume Ventures,2023-04-27,2023
Captain Fresh,₹57.87 Cr,Mobility,Hyderabad,Telangana,Deepinder Goyal,2025-04-18,2025
Snapdeal,₹185.70 Cr,E-Commerce,Mumbai,Maharashtra,Lightspeed Venture Partners,2014-07-02,2014
Mobile Premier League,₹704.20 Cr,Foodtech,Indore,Madhya Pradesh,"Kalaari Capital, Naspers",2019-02-28,2019
Zepto,₹577.95 Cr,E-Commerce,Chennai,Tamil Nadu,Accel Partners,2022-12-17,2022
CityMall,₹31.54 Cr,Healthtech,Bangalore,Karnataka,Sachin Bansal,2019-01-29,2019
Ather Energy,₹53.11 Cr,E-Commerce,Surat,Gujarat,Blume Ventures,2016-10-31,2016
FreshToHome,₹5.24 Cr,Fintech,Pune,Maharashtra,Kunal Shah,2020-10-20,2020
GoIbibo,₹99.27 Cr,E-Commerce,Bangalore,Karnataka,Chiratae Ventures,2014-09-16,2014
Drivezy,₹126.00 Cr,Social Media,Indore,Madhya Pradesh,Ratan Tata,2018-03-10,2018
ClearTrip,₹310.56 Cr,E-Commerce,Pune,Maharashtra,"Kalaari Capital, Amazon Ventures",2012-05-25,2012
FreshToHome,₹43.38 Cr,Fintech,Chennai,Tamil Nadu,Chiratae Ventures,2023-05-23,2023
INDmoney,₹28.13 Cr,Fintech,Gurgaon,Haryana,Binny Bansal,2025-08-29,2025
Purplle,₹383.53 Cr,Foodtech,Delhi,Delhi,Chiratae Ventures,2025-06-10,2025
Yellow Messenger,₹40.81 Cr,Healthtech,Hyderabad,Telangana,Indian Angel Network,2017-09-27,2017
Ninjacart,₹1604.23 Cr,Mobility,Vadodara,Gujarat,"Tiger Global, Accel Partners",2024-12-18,2024
Zappfresh,₹7.54 Cr,Gaming,Pune,Maharashtra,Sequoia Capital India,2024-12-16,2024
MoneyView,₹7.30 Cr,E-Commerce,Pune,Maharashtra,Indian Angel Network,2022-03-17,2022
Pilgrim,₹128.22 Cr,Deeptech,Chandigarh,Chandigarh,Kalaari Capital,2024-10-11,2024
UrbanClap,₹87.34 Cr,E-Commerce,Kolkata,West Bengal,Kalaari Capital,2011-02-24,2011
BharatPe,₹11.66 Cr,Healthtech,Gurgaon,Haryana,Blume Ventures,2019-07-23,2019
Khatabook,₹4.80 Cr,SaaS,Hyderabad,Telangana,Bhavish Aggarwal,2022-03-13,2022
Groww,₹60.10 Cr,Fintech,Kochi,Kerala,Sequoia Capital India,2018-02-16,2018
Jupiter,₹429.95 Cr,Foodtech,Mumbai,Maharashtra,"Chiratae Ventures, Flipkart Ventures",2024-12-07,2024
Khatabook,₹7.55 Cr,SaaS,Gurgaon,Haryana,Accel India,2019-05-10,2019
Drivezy,₹250.87 Cr,Social Media,Gurgaon,Haryana,"Matrix Partners India, Blume Ventures",2018-05-10,2018
Lenskart,₹404.17 Cr,E-Commerce,Mysore,Karnataka,"Sequoia Capital India, Elevation Capital",2012-08-01,2012
Licious,₹96.80 Cr,Logistics,Jaipur,Rajasthan,"Binny Bansal, Ritesh Agarwal",2023-09-29,2023
Open Network,₹17.99 Cr,Healthtech,Bangalore,Karnataka,Sachin Bansal,2024-10-09,2024
Upstox,₹169.40 Cr,Fintech,Pune,Maharashtra,"Infosys Innovation Fund, SoftBank Vision Fund",2016-11-27,2016
FabHotels,₹5.67 Cr,SaaS,Coimbatore,Tamil Nadu,Kunal Shah,2016-11-24,2016
NinjaCart,₹215.87 Cr,E-Commerce,Hyderabad,Telangana,"Accel Partners, Naspers",2016-03-09,2016
Slice,₹13.38 Cr,SaaS,Mumbai,Maharashtra,Elevation Capital,2024-12-21,2024
Freecharge,₹13.28 Cr,E-Commerce,Chennai,Tamil Nadu,Fireside Ventures,2012-10-13,2012
ElasticRun,₹14.25 Cr,Gaming,Pune,Maharashtra,SAIF Partners,2021-01-17,2021
Ather Energy,₹209.68 Cr,E-Commerce,Pune,Maharashtra,Lightspeed India,2023-06-22,2023
Shadowfax,₹9.52 Cr,SaaS,Mumbai,Maharashtra,Fireside Ventures,2016-08-03,2016
Mamaearth,₹6.06 Cr,Edtech,Delhi,Delhi,Saama Capital,2022-05-17,2022
Amazon Fresh,₹7.16 Cr,Gaming,Jaipur,Rajasthan,Falguni Nayar,2020-03-25,2020
Cure.fit,₹252.73 Cr,Mobility,Hyderabad,Telangana,"Tiger Global, Saama Capital",2018-05-04,2018
Lybrate,₹9.43 Cr,Fintech,Delhi,Delhi,Bhavish Aggarwal,2013-02-14,2013
FabHotels,₹20.17 Cr,SaaS,Pune,Maharashtra,Peak XV Partners,2017-12-22,2017
Ultraviolette,₹8.12 Cr,Fintech,Hyderabad,Telangana,Fireside Ventures,2022-03-28,2022
KreditBee,₹282.75 Cr,Healthtech,Jaipur,Rajasthan,"TCS Ventures, Kalaari Capital",2025-04-01,2025
CropIn,₹8.50 Cr,Agritech,Chennai,Tamil Nadu,SAIF Partners,2022-05-09,2022
Unacademy,₹56.10 Cr,Fintech,Chennai,Tamil Nadu,Falguni Nayar,2017-02-20,2017
Wow Skin Science,₹523.72 Cr,E-Commerce,Hyderabad,Telangana,Andreessen Horowitz,2025-01-21,2025
OYO Rooms,₹7.22 Cr,E-Commerce,Pune,Maharashtra,Bhavish Aggarwal,2016-07-27,2016
GoIbibo,₹6.75 Cr,E-Commerce,Ahmedabad,Gujarat,Falguni Nayar,2014-04-08,2014
Groww,₹8.40 Cr,Fintech,Pune,Maharashtra,Accel India,2016-05-08,2016
CarWale,₹180.02 Cr,SaaS,Chennai,Tamil Nadu,"Tencent, Accel Partners",2020-02-06,2020
Khatabook,₹105.05 Cr,SaaS,Kochi,Kerala,"Blume Ventures, Lightspeed India",2020-04-24,2020
Vegrow,₹46.97 Cr,Gaming,Pune,Maharashtra,Blume Ventures,2025-08-04,2025
Flipkart,₹59.00 Cr,E-Commerce,Delhi,Delhi,"Accel India, Blume Ventures",2011-06-07,2011
Open Network,₹31.96 Cr,Healthtech,Ahmedabad,Gujarat,Fireside Ventures,2023-06-23,2023
Shadowfax,₹139.27 Cr,SaaS,Kochi,Kerala,"Accel India, Nexus Venture Partners",2021-09-14,2021
Yulu,₹34.17 Cr,Mobility,Mumbai,Maharashtra,Chiratae Ventures,2019-06-10,2019
Upstox,₹17.66 Cr,Fintech,Delhi,Delhi,Matrix Partners India,2014-01-27,2014
Blinkit,₹37.07 Cr,Edtech,Kochi,Kerala,Accel India,2019-12-12,2019
PolicyBazaar,₹3.07 Cr,E-Commerce,Delhi,Delhi,Sequoia Capital India,2010-05-20,2010
Country Delight,₹71.87 Cr,Healthtech,Indore,Madhya Pradesh,Elevation Capital,2024-02-04,2024
ET Money,₹3.45 Cr,Agritech,Vadodara,Gujarat,Ritesh Agarwal,2022-08-28,2022
KreditBee,₹456.64 Cr,Healthtech,Chandigarh,Chandigarh,"Tencent, Kalaari Capital",2025-06-06,2025
Cars24,₹122.85 Cr,Fintech,Mumbai,Maharashtra,"Binny Bansal, Saama Capital",2021-06-12,2021
Lybrate,₹60.91 Cr,Fintech,Gurgaon,Haryana,Binny Bansal,2014-09-26,2014
Nykaa Fashion,₹10.49 Cr,SaaS,Delhi,Delhi,Matrix Partners India,2025-08-08,2025
Licious,₹14.61 Cr,Logistics,Chennai,Tamil Nadu,Vijay Shekhar Sharma,2021-06-21,2021
DailyHunt,₹313.82 Cr,Fintech,Gurgaon,Haryana,"Lightspeed India, Google Ventures",2023-04-13,2023
Slice,₹3.19 Cr,SaaS,Mumbai,Maharashtra,Accel India,2024-03-04,2024
Apna,₹9.28 Cr,Foodtech,Bangalore,Karnataka,Matrix Partners India,2019-03-10,2019
KissanKraft,₹96.17 Cr,Gaming,Bangalore,Karnataka,"Kalaari Capital, Kunal Shah",2025-05-21,2025
Slice,₹68.00 Cr,SaaS,Hyderabad,Telangana,Sachin Bansal,2020-11-08,2020
Khatabook,₹2.27 Cr,SaaS,Bangalore,Karnataka,Fireside Ventures,2019-09-02,2019
FamPay,₹26.40 Cr,Fintech,Coimbatore,Tamil Nadu,Chiratae Ventures,2022-05-25,2022
mCaffeine,₹7.17 Cr,Healthtech,Lucknow,Uttar Pradesh,Falguni Nayar,2025-03-30,2025
Arya.ag,₹11.07 Cr,Logistics,Delhi,Delhi,SAIF Partners,2025-11-27,2025
PhonePe,₹1026.49 Cr,E-Commerce,Chennai,Tamil Nadu,"TPG Capital, Blume Ventures, ICICI Venture",2017-03-06,2017
Drivezy,₹165.71 Cr,Social Media,Bangalore,Karnataka,Times Internet,2020-03-08,2020
SimplyNadu,₹4.05 Cr,SaaS,Chandigarh,Chandigarh,Nexus Venture Partners,2023-10-05,2023
MakeMyTrip,₹138.31 Cr,E-Commerce,Mumbai,Maharashtra,"SoftBank Vision Fund, Chiratae Ventures",2012-09-15,2012
Apna,₹9.72 Cr,Foodtech,Hyderabad,Telangana,Ritesh Agarwal,2024-06-05,2024
Tractor Junction,₹39.64 Cr,Logistics,Delhi,Delhi,SAIF Partners,2025-01-31,2025
Acko,₹371.99 Cr,E-Commerce,Bangalore,Karnataka,Saama Capital,2018-04-27,2018
FirstCry,₹151.33 Cr,SaaS,Hyderabad,Telangana,"Google Ventures, Fireside Ventures",2014-09-02,2014
Milkbasket,₹90.99 Cr,E-Commerce,Chandigarh,Chandigarh,"Chiratae Ventures, Mumbai Angels",2022-01-17,2022
Shadowfax,₹36.98 Cr,SaaS,Mumbai,Maharashtra,Bhavish Aggarwal,2021-03-14,2021
Shiprocket,₹19.74 Cr,Foodtech,Ahmedabad,Gujarat,Ratan Tata,2017-04-06,2017
Zappfresh,₹626.56 Cr,Gaming,Hyderabad,Telangana,"SAIF Partners, Kalaari Capital, Tiger Global",2022-11-02,2022
CityMall,₹382.79 Cr,Healthtech,Chandigarh,Chandigarh,"Sequoia Capital, Naspers, Chiratae Ventures",2021-06-24,2021
Snapdeal,₹182.14 Cr,E-Commerce,Hyderabad,Telangana,Infosys Innovation Fund,2013-11-10,2013
Glance,₹130.68 Cr,Logistics,Bangalore,Karnataka,"Ratan Tata, Ritesh Agarwal",2020-08-27,2020
Lybrate,₹199.86 Cr,Fintech,Delhi,Delhi,"Tiger Global, Chiratae Ventures",2015-07-15,2015
InMobi,₹15.62 Cr,E-Commerce,Lucknow,Uttar Pradesh,Sachin Bansal,2015-03-19,2015
Simple Energy,₹10.92 Cr,Fintech,Bangalore,Karnataka,Peak XV Partners,2022-10-18,2022
OkCredit,₹66.75 Cr,E-Commerce,Mumbai,Maharashtra,Ratan Tata,2024-12-09,2024
MoneyTap,₹56.41 Cr,E-Commerce,Delhi,Delhi,"Chiratae Ventures, Blume Ventures",2011-04-21,2011
InShorts,₹4.28 Cr,SaaS,Pune,Maharashtra,Kalaari Capital,2019-12-18,2019
Cars24,₹180.62 Cr,Fintech,Pune,Maharashtra,Naspers,2019-05-05,2019
Freshdesk,₹3.40 Cr,E-Commerce,Kochi,Kerala,Ritesh Agarwal,2011-05-18,2011
