Startup Name,Amount_Cleaned,Amount_USD,Amount_INR_Numeric,Sector_Standardized,City,State_Standardized,Investors' Name,Funding_Stage,Date_Parsed,Year,Quarter,Month
Zappfresh,₹71.97 Cr,$9.79M,719707775.6713068,Gaming,Indore,Madhya Pradesh,Chiratae Ventures,Series A,2021-03-11,2021,Q1,March
Udaan,₹10.38 Cr,$1.70M,103823980.71505415,Fintech,Pune,Maharashtra,Ratan Tata,Seed,2014-05-15,2014,Q2,May
FabFurnish,₹506.96 Cr,$77.85M,5069560675.722564,Foodtech,Gurgaon,Haryana,"Nexus Venture Partners, Andreessen Horowitz",Series B,2017-12-12,2017,Q4,December
Flipkart Quick,₹38.31 Cr,$5.21M,383108943.950058,SaaS,Kochi,Kerala,Blume Ventures,Pre-Series A,2021-11-08,2021,Q4,November
FabFurnish,₹88.01 Cr,$12.87M,880097071.1742982,Foodtech,Jaipur,Rajasthan,"Saama Capital, Peak XV Partners",Series A,2018-05-21,2018,Q2,May
Khatabook,₹44.97 Cr,$5.44M,449742127.49448556,SaaS,Visakhapatnam,Andhra Pradesh,Kalaari Capital,Series A,2023-04-28,2023,Q2,April
Bounce,₹11.45 Cr,$1.63M,114523602.63184252,Foodtech,Delhi,Delhi,Blume Ventures,Pre-Series A,2019-08-22,2019,Q3,August
Bounce,₹23.89 Cr,$3.67M,238866872.18649706,Foodtech,Hyderabad,Telangana,Falguni Nayar,Pre-Series A,2017-06-05,2017,Q2,June
Groww,₹89.08 Cr,$13.26M,890809075.4110767,Fintech,Gurgaon,Haryana,Matrix Partners India,Series A,2016-02-19,2016,Q1,February
PayTM,₹10.96 Cr,$1.60M,109589876.73891371,Mobility,Bangalore,Karnataka,Peak XV Partners,Seed,2018-03-14,2018,Q1,March
Hike Messenger,₹13.99 Cr,$2.39M,139944642.8316635,E-Commerce,Delhi,Delhi,Bhavish Aggarwal,Pre-Series A,2013-11-13,2013,Q4,November
Shadowfax,₹45.76 Cr,$6.69M,457630417.62393,SaaS,Hyderabad,Telangana,Elevation Capital,Bridge,2018-05-23,2018,Q2,May
BharatPe,₹90.92 Cr,$12.27M,909236069.5030334,Healthtech,Jaipur,Rajasthan,"Lightspeed India, Accel India",Series A,2020-04-07,2020,Q2,April
Plum Insurance,₹16.34 Cr,$1.93M,163445596.87324712,Foodtech,Ahmedabad,Gujarat,Elevation Capital,Seed,2025-11-08,2025,Q4,November
Arya.ag,₹17.09 Cr,$2.07M,170917837.8857611,Logistics,Chennai,Tamil Nadu,Kunal Shah,Pre-Series A,2023-11-07,2023,Q4,November
Khatabook,₹2.73 Cr,$0.39M,27339281.98447416,SaaS,Chennai,Tamil Nadu,Binny Bansal,Seed,2019-01-18,2019,Q1,January
Shadowfax,₹132.78 Cr,$17.92M,1327845392.4885325,SaaS,Gurgaon,Haryana,Kunal Shah,Series A,2020-02-11,2020,Q1,February
OYO Rooms,₹26.83 Cr,$3.92M,268342387.37909213,E-Commerce,Kochi,Kerala,Sachin Bansal,Seed,2018-09-22,2018,Q3,September
Portea Medical,₹5.52 Cr,$1.21M,55233818.71069928,E-Commerce,Pune,Maharashtra,Sequoia Capital India,Seed,2010-10-06,2010,Q4,October
Cure.fit,₹225.77 Cr,$33.01M,2257720357.9207425,Mobility,Mumbai,Maharashtra,"Accel India, Sequoia Capital",Series B,2018-08-29,2018,Q3,August
Drivezy,₹741.00 Cr,$100.00M,7409999999.999999,Social Media,Lucknow,Uttar Pradesh,"General Atlantic, Sequoia Capital India",Series B,2020-11-02,2020,Q4,November
MobiKwik,₹44.96 Cr,$6.69M,449643019.02761894,E-Commerce,Indore,Madhya Pradesh,Sequoia Capital India,Pre-Series A,2016-09-01,2016,Q3,September
Stable Money,₹13.15 Cr,$1.67M,131464571.77029033,E-Commerce,Pune,Maharashtra,Saama Capital,Seed,2022-02-28,2022,Q1,February
Rapido,₹160.09 Cr,$22.73M,1600880301.4091494,E-Commerce,Delhi,Delhi,Sequoia Capital India,Series A,2019-02-15,2019,Q1,February
Housing.com,₹4.81 Cr,$1.05M,48079729.64898908,E-Commerce,Delhi,Delhi,Matrix Partners India,Seed,2010-12-23,2010,Q4,December
BYJU'S,₹98.12 Cr,$15.30M,981212406.6377279,Foodtech,Delhi,Delhi,"Bhavish Aggarwal, Sachin Bansal",Series A,2015-08-28,2015,Q3,August
Paytm First Games,₹24.16 Cr,$3.71M,241603212.61452368,Social Media,Hyderabad,Telangana,Saama Capital,Pre-Series A,2017-04-23,2017,Q2,April
MoneyTap,₹17.24 Cr,$3.69M,172352322.43062335,E-Commerce,Jaipur,Rajasthan,Bhavish Aggarwal,Pre-Series A,2011-08-22,2011,Q3,August
Zoomcar,₹24.36 Cr,$3.74M,243550324.49982032,Agritech,Chandigarh,Chandigarh,Sequoia Capital India,Pre-Series A,2017-08-15,2017,Q3,August
Rapido,₹32.53 Cr,$4.84M,325268436.0925969,E-Commerce,Hyderabad,Telangana,Lightspeed India,Pre-Series A,2016-07-18,2016,Q3,July
Moj,₹239.76 Cr,$30.50M,2397597492.499037,Edtech,Kolkata,West Bengal,Tencent,Series B,2022-06-07,2022,Q2,June
Dunzo Daily,₹373.99 Cr,$45.28M,3739855829.0707626,SaaS,Hyderabad,Telangana,"Kalaari Capital, Chiratae Ventures",Series C,2023-11-03,2023,Q4,November
Vogo,₹22.32 Cr,$3.01M,223235069.6681417,Edtech,Coimbatore,Tamil Nadu,Matrix Partners India,Seed,2020-04-02,2020,Q2,April
ET Money,₹14.48 Cr,$1.75M,144762203.1383531,Agritech,Bangalore,Karnataka,Matrix Partners India,Pre-Series A,2023-06-30,2023,Q2,June
DealShare,₹123.15 Cr,$14.79M,1231541462.2287998,Foodtech,Gurgaon,Haryana,Fireside Ventures,Bridge,2024-09-18,2024,Q3,September
ElasticRun,₹210.19 Cr,$28.60M,2101865018.622705,Gaming,Chandigarh,Chandigarh,"Accel Partners, Sequoia Capital India",Series B,2021-03-11,2021,Q1,March
Oyo,₹96.73 Cr,$14.14M,967277746.0207415,E-Commerce,Pune,Maharashtra,Indian Angel Network,Bridge,2018-05-09,2018,Q2,May
ET Money,₹16.24 Cr,$1.95M,162438804.3954016,Agritech,Gurgaon,Haryana,Deepinder Goyal,Seed,2024-12-01,2024,Q4,December
Digit Insurance,₹11.24 Cr,$1.67M,112441900.18612665,Healthtech,Delhi,Delhi,Sequoia Capital India,Seed,2016-07-26,2016,Q3,July
Country Delight,₹71.63 Cr,$8.60M,716285898.8415546,Healthtech,Bangalore,Karnataka,Ritesh Agarwal,Bridge,2024-12-04,2024,Q4,December
Zebronics,₹9.79 Cr,$1.19M,97881266.70294307,E-Commerce,Pune,Maharashtra,Matrix Partners India,Seed,2023-08-29,2023,Q3,August
Unacademy,₹84.90 Cr,$13.91M,848960833.5174878,Fintech,Hyderabad,Telangana,Lightspeed India,Series A,2014-06-06,2014,Q2,June
Bounce,₹275.27 Cr,$40.25M,2752702214.46022,Foodtech,Delhi,Delhi,"Fireside Ventures, Alibaba",Series B,2018-06-10,2018,Q2,June
Ditto Insurance,₹710.73 Cr,$84.11M,7107263871.425322,Logistics,Vadodara,Gujarat,"Saama Capital, Accel India, Fireside Ventures",Series C,2025-07-29,2025,Q3,July
DealShare,₹37.75 Cr,$4.53M,377471450.1242991,Foodtech,Gurgaon,Haryana,Elevation Capital,Pre-Series A,2024-06-17,2024,Q2,June
Ninjacart,₹38.57 Cr,$4.56M,385666621.4903237,Mobility,Delhi,Delhi,Kunal Shah,Pre-Series A,2025-04-24,2025,Q2,April
Treebo,₹1787.07 Cr,$243.14M,17870721481.78789,Logistics,Nagpur,Maharashtra,"ChrysCapital, TPG Capital, Accel India, General Atlantic, Carlyle Group",Series C,2021-09-23,2021,Q3,September
MoneyTap,₹9.37 Cr,$2.05M,93712716.0811941,E-Commerce,Bangalore,Karnataka,Binny Bansal,Seed,2010-08-20,2010,Q3,August
Blue Smart,₹249.75 Cr,$30.00M,2497500000.0,Fintech,Kolkata,West Bengal,"Matrix Partners India, Fireside Ventures",Series A,2024-09-02,2024,Q3,September
Vogo,₹862.36 Cr,$122.46M,8623596346.302948,Edtech,Gurgaon,Haryana,"Andreessen Horowitz, Nexus Venture Partners",Series C,2019-10-24,2019,Q4,October
Jar,₹25.29 Cr,$3.22M,252873248.83688325,Healthtech,Chennai,Tamil Nadu,Mumbai Angels,Pre-Series A,2022-03-19,2022,Q1,March
Shiprocket,₹399.37 Cr,$54.34M,3993690765.34766,Foodtech,Visakhapatnam,Andhra Pradesh,"Fireside Ventures, SAIF Partners, Blume Ventures",Debt,2021-03-28,2021,Q1,March
BluSmart,₹256.12 Cr,$30.31M,2561184457.48779,Social Media,Coimbatore,Tamil Nadu,"Infosys Innovation Fund, Lightspeed India",Series B,2025-02-17,2025,Q1,February
Jupiter,₹127.69 Cr,$15.46M,1276852715.7990668,Foodtech,Chennai,Tamil Nadu,Vijay Shekhar Sharma,Series B,2023-05-11,2023,Q2,May
CropIn,₹102.43 Cr,$12.12M,1024290295.4045017,Agritech,Jaipur,Rajasthan,"Mumbai Angels, Kunal Shah",Series B,2025-01-23,2025,Q1,January
Bounce,₹144.64 Cr,$20.54M,1446445603.7637424,Foodtech,Gurgaon,Haryana,"Tencent, Flipkart Ventures",Bridge,2019-10-12,2019,Q4,October
ClearTrip,₹9.87 Cr,$1.54M,98687435.57426903,E-Commerce,Bhubaneswar,Odisha,Chiratae Ventures,Seed,2015-12-26,2015,Q4,December
Haptik,₹13.77 Cr,$1.86M,137721187.15154177,Mobility,Kolkata,West Bengal,Vijay Shekhar Sharma,Seed,2020-05-03,2020,Q2,May
Cars24,₹146.36 Cr,$20.78M,1463624578.4156322,Fintech,Pune,Maharashtra,"Lightspeed Venture Partners, Blume Ventures",Series A,2019-04-10,2019,Q2,April
Sugar Cosmetics,₹46.98 Cr,$5.69M,469800057.1278862,Healthtech,Hyderabad,Telangana,Chiratae Ventures,Series A,2023-08-25,2023,Q3,August
Droom,₹45.13 Cr,$6.14M,451264877.93412185,Agritech,Bangalore,Karnataka,Sachin Bansal,Series A,2021-08-06,2021,Q3,August
Dunzo,₹1.78 Cr,$0.28M,17782473.041056745,SaaS,Indore,Madhya Pradesh,Matrix Partners India,Seed,2015-11-05,2015,Q4,November
Yatra,₹50.68 Cr,$7.90M,506764627.6024452,E-Commerce,Lucknow,Uttar Pradesh,Deepinder Goyal,Bridge,2015-05-01,2015,Q2,May
Glance,₹647.28 Cr,$82.35M,6472769174.428803,Logistics,Chennai,Tamil Nadu,Flipkart Ventures,Series B,2022-04-15,2022,Q2,April
InShorts,₹151.08 Cr,$18.29M,1510817485.6052077,SaaS,Pune,Maharashtra,Elevation Capital,Series A,2023-03-04,2023,Q1,March
Niyo,₹9.42 Cr,$1.34M,94239738.7036182,Fintech,Bangalore,Karnataka,Sequoia Capital India,Seed,2019-05-26,2019,Q2,May
UrbanLadder,₹129.95 Cr,$19.34M,1299546137.449172,Fintech,Chennai,Tamil Nadu,Fireside Ventures,Series B,2016-06-10,2016,Q2,June
Groww,₹1110.20 Cr,$170.48M,11101973705.022814,Fintech,Chennai,Tamil Nadu,"Multiples Alternate Asset Management, ICICI Venture, Carlyle Group",Series C,2017-11-30,2017,Q4,November
BankBazaar,₹36.00 Cr,$5.90M,359969304.09323096,E-Commerce,Chennai,Tamil Nadu,Sequoia Capital India,Pre-Series A,2014-04-03,2014,Q2,April
Ditto Insurance,₹333.00 Cr,$40.00M,3330000000.0,Logistics,Pune,Maharashtra,"Nexus Venture Partners, Tiger Global",Bridge,2024-03-03,2024,Q1,March
DeHaat,₹114.09 Cr,$17.78M,1140864671.5186658,E-Commerce,Chennai,Tamil Nadu,Ritesh Agarwal,Series A,2015-07-03,2015,Q3,July
INDmoney,₹61.31 Cr,$7.37M,613139120.4780967,Fintech,Ahmedabad,Gujarat,Elevation Capital,Pre-Series A,2024-05-20,2024,Q2,May
Jar,₹32.72 Cr,$4.16M,327237399.2207881,Healthtech,Lucknow,Uttar Pradesh,Peak XV Partners,Bridge,2022-10-04,2022,Q4,October
Udaan,₹1215.25 Cr,$164.00M,12152477709.477953,Fintech,Hyderabad,Telangana,"Accel Partners, Sequoia Capital",Series C,2020-02-06,2020,Q1,February
Quikr,₹80.42 Cr,$12.54M,804244255.3589116,E-Commerce,Delhi,Delhi,"Chiratae Ventures, Binny Bansal",Series A,2015-12-05,2015,Q4,December
Pilgrim,₹56.15 Cr,$6.65M,561543883.8977411,Deeptech,Pune,Maharashtra,Chiratae Ventures,Bridge,2025-12-23,2025,Q4,December
CarDekho,₹428.09 Cr,$65.74M,4280854425.785409,E-Commerce,Pune,Maharashtra,"TCS Ventures, SAIF Partners",Series B,2017-02-01,2017,Q1,February
Portea Medical,₹25.43 Cr,$5.45M,254316104.74602488,E-Commerce,Mumbai,Maharashtra,Lightspeed India,Pre-Series A,2011-03-15,2011,Q1,March
Pepperfry,₹109.88 Cr,$16.07M,1098780538.427299,E-Commerce,Hyderabad,Telangana,"Lightspeed India, Elevation Capital",Series A,2018-05-16,2018,Q2,May
FamPay,₹50.79 Cr,$6.46M,507928358.544063,Fintech,Hyderabad,Telangana,Ritesh Agarwal,Series A,2022-07-01,2022,Q3,July
UrbanLadder,₹1361.83 Cr,$209.13M,13618257508.039131,Fintech,Chennai,Tamil Nadu,"SoftBank Vision Fund, Blume Ventures, Peak XV Partners, Steadview Capital",Series C,2017-05-25,2017,Q2,May
Ula,₹13.40 Cr,$1.62M,134007827.1987086,SaaS,Coimbatore,Tamil Nadu,Lightspeed India,Pre-Series A,2023-11-10,2023,Q4,November
Wow Skin Science,₹372.53 Cr,$44.09M,3725266379.9232903,E-Commerce,Mumbai,Maharashtra,"Coatue Management, Naspers",Series B,2025-11-27,2025,Q4,November
Paytm First Games,₹11.77 Cr,$1.75M,117694922.36682357,Social Media,Bangalore,Karnataka,Saama Capital,Seed,2016-05-28,2016,Q2,May
DeHaat,₹189.82 Cr,$22.46M,1898201028.849139,E-Commerce,Kochi,Kerala,Tencent,Series A,2025-02-21,2025,Q1,February
Swiggy,₹11.45 Cr,$1.76M,114491794.39816657,Foodtech,Pune,Maharashtra,Accel India,Seed,2017-09-07,2017,Q3,September
INDmoney,₹649.27 Cr,$76.84M,6492707432.013917,Fintech,Chennai,Tamil Nadu,"Fireside Ventures, Nexus Venture Partners",Debt,2025-02-13,2025,Q1,February
Swiggy,₹173.69 Cr,$26.67M,1736895054.5544555,Foodtech,Delhi,Delhi,Lightspeed Venture Partners,Series B,2017-09-16,2017,Q3,September
Pilgrim,₹118.86 Cr,$14.07M,1188561540.9397383,Deeptech,Vadodara,Gujarat,"Sachin Bansal, Ritesh Agarwal",Series A,2025-07-30,2025,Q3,July
Yellow Messenger,₹924.48 Cr,$125.78M,9244766598.304892,Healthtech,Bangalore,Karnataka,"Steadview Capital, Lightspeed India, Matrix Partners India, SAIF Partners",Series C,2021-07-26,2021,Q3,July
Paytm First Games,₹117.32 Cr,$18.02M,1173204982.008388,Social Media,Mumbai,Maharashtra,"Matrix Partners India, Binny Bansal",Series A,2017-04-29,2017,Q2,April
Ather Energy,₹285.52 Cr,$36.33M,2855243192.6218247,E-Commerce,Delhi,Delhi,"Steadview Capital, Saama Capital",Series B,2022-02-09,2022,Q1,February
Cars24,₹28.94 Cr,$4.23M,289417267.3437804,Fintech,Delhi,Delhi,Kunal Shah,Series A,2018-04-13,2018,Q2,April
Shiprocket,₹287.71 Cr,$40.86M,2877066600.542717,Foodtech,Delhi,Delhi,"Infosys Innovation Fund, Kalaari Capital",Series B,2019-09-18,2019,Q3,September
Ola Electric,₹58.37 Cr,$7.07M,583669866.5266353,Foodtech,Kochi,Kerala,Deepinder Goyal,Series A,2023-11-06,2023,Q4,November
Zebronics,₹1041.97 Cr,$123.31M,10419672005.211952,E-Commerce,Kolkata,West Bengal,"Elevation Capital, Saama Capital",Series C,2025-07-03,2025,Q3,July
Portea Medical,₹8.10 Cr,$1.33M,80985290.71148612,E-Commerce,Pune,Maharashtra,Accel India,Seed,2014-08-15,2014,Q3,August
Redbus,₹9.82 Cr,$2.15M,98227274.17905784,E-Commerce,Pune,Maharashtra,Lightspeed India,Seed,2010-03-07,2010,Q1,March
Dunzo,₹350.54 Cr,$51.26M,3505354969.421914,SaaS,Pune,Maharashtra,"Kalaari Capital, Accel Partners",Series C,2018-06-11,2018,Q2,June
Ninjacart,₹294.59 Cr,$43.84M,2945940563.9012213,Mobility,Pune,Maharashtra,"General Atlantic, Times Internet",Series B,2016-02-14,2016,Q1,February
Zerodha,₹101.81 Cr,$14.89M,1018129663.5498672,E-Commerce,Mumbai,Maharashtra,"Elevation Capital, Sequoia Capital India",Series A,2018-07-09,2018,Q3,July
Jupiter,₹32.44 Cr,$4.38M,324362620.2588744,Foodtech,Gurgaon,Haryana,Accel India,Pre-Series A,2020-12-30,2020,Q4,December
Ninjacart,₹2.71 Cr,$0.46M,27079285.366612963,Mobility,Pune,Maharashtra,Ratan Tata,Seed,2013-11-06,2013,Q4,November
Moj,₹17.67 Cr,$2.40M,176671203.27866656,Edtech,Jaipur,Rajasthan,Falguni Nayar,Seed,2021-11-28,2021,Q4,November
Go Digit,₹60.62 Cr,$8.86M,606172022.5453491,Social Media,Chennai,Tamil Nadu,Kunal Shah,Series A,2018-02-13,2018,Q1,February
Rapido,₹8.45 Cr,$1.30M,84529923.81020536,E-Commerce,Mumbai,Maharashtra,SAIF Partners,Seed,2017-03-22,2017,Q1,March
ONDC,₹50.03 Cr,$6.06M,500293251.4712523,SaaS,Mumbai,Maharashtra,SAIF Partners,Series A,2023-08-08,2023,Q3,August
Wow Skin Science,₹95.58 Cr,$11.31M,955774389.1171513,E-Commerce,Chandigarh,Chandigarh,"Bhavish Aggarwal, Elevation Capital",Bridge,2025-02-11,2025,Q1,February
Jumbotail,₹8.18 Cr,$0.99M,81770430.26703012,SaaS,Lucknow,Uttar Pradesh,Chiratae Ventures,Seed,2023-04-15,2023,Q2,April
Redbus,₹306.71 Cr,$47.81M,3067068985.7887526,E-Commerce,Chennai,Tamil Nadu,SoftBank Vision Fund,Series B,2015-01-31,2015,Q1,January
Moj,₹148.12 Cr,$20.15M,1481184170.3226526,Edtech,Gurgaon,Haryana,Lightspeed India,Series A,2021-03-03,2021,Q1,March
DailyHunt,₹259.47 Cr,$33.01M,2594652801.545252,Fintech,Kochi,Kerala,Naspers,Series B,2022-12-03,2022,Q4,December
Purplle,₹10.28 Cr,$1.31M,102762255.16565499,Foodtech,Chandigarh,Chandigarh,Vijay Shekhar Sharma,Pre-Series A,2022-07-27,2022,Q3,July
Ninjacart,₹61.95 Cr,$9.51M,619463432.0146763,Mobility,Hyderabad,Telangana,Mumbai Angels,Series A,2017-02-04,2017,Q1,February
SimplyNadu,₹16.28 Cr,$2.22M,162830930.05055538,SaaS,Jaipur,Rajasthan,Peak XV Partners,Seed,2021-01-15,2021,Q1,January
Open Network,₹12.62 Cr,$1.61M,126205521.005286,Healthtech,Hyderabad,Telangana,Sachin Bansal,Pre-Series A,2022-08-11,2022,Q3,August
Waycool Foods,₹27.82 Cr,$3.34M,278217846.42438614,Foodtech,Ahmedabad,Gujarat,Sachin Bansal,Pre-Series A,2024-07-10,2024,Q3,July
Shopclues,₹546.41 Cr,$79.90M,5464053032.901499,SaaS,Indore,Madhya Pradesh,General Atlantic,Series C,2018-03-17,2018,Q1,March
Ninjacart,₹22.07 Cr,$2.67M,220652826.81362057,Mobility,Kolkata,West Bengal,SAIF Partners,Pre-Series A,2023-02-03,2023,Q1,February
Revolt Motors,₹628.69 Cr,$74.40M,6286929036.950036,Fintech,Gurgaon,Haryana,"Sequoia Capital, Lightspeed Venture Partners",Series B,2025-09-28,2025,Q3,September
Vogo,₹15.26 Cr,$2.17M,152559148.43014985,Edtech,Ahmedabad,Gujarat,Matrix Partners India,Pre-Series A,2019-02-13,2019,Q1,February
Josh,₹311.88 Cr,$37.46M,3118811924.1371827,Fintech,Kolkata,West Bengal,TCS Ventures,Series B,2024-05-13,2024,Q2,May
UrbanLadder,₹13.08 Cr,$2.23M,130819079.61780597,Fintech,Bangalore,Karnataka,Saama Capital,Seed,2013-12-08,2013,Q4,December
Jupiter,₹8.18 Cr,$1.04M,81833868.2396589,Foodtech,Lucknow,Uttar Pradesh,Matrix Partners India,Seed,2022-03-03,2022,Q1,March
Zetwerk,₹27.86 Cr,$4.07M,278566801.66374433,Foodtech,Delhi,Delhi,Falguni Nayar,Pre-Series A,2018-01-30,2018,Q1,January
KreditBee,₹3.63 Cr,$0.46M,36332377.81539319,Healthtech,Delhi,Delhi,Falguni Nayar,Seed,2022-07-19,2022,Q3,July
Drivezy,₹21.04 Cr,$2.84M,210419438.501928,Social Media,Bangalore,Karnataka,Blume Ventures,Seed,2020-09-13,2020,Q3,September
WayCool,₹1609.31 Cr,$235.31M,16093082965.01562,Mobility,Bangalore,Karnataka,"Naspers, Steadview Capital, Andreessen Horowitz, Tencent, Elevation Capital",Series C,2018-01-13,2018,Q1,January
Purplle,₹14.75 Cr,$1.77M,147499294.57288092,Foodtech,Pune,Maharashtra,SAIF Partners,Seed,2024-09-25,2024,Q3,September
Captain Fresh,₹76.52 Cr,$9.26M,765195228.2535186,Mobility,Mumbai,Maharashtra,Chiratae Ventures,Series A,2023-12-14,2023,Q4,December
Ecom Express,₹13.47 Cr,$2.01M,134746265.1329713,E-Commerce,Ahmedabad,Gujarat,Kalaari Capital,Seed,2016-02-26,2016,Q1,February
SimplyNadu,₹3.93 Cr,$0.53M,39311489.861321144,SaaS,Chennai,Tamil Nadu,Kunal Shah,Seed,2020-12-20,2020,Q4,December
WayCool,₹96.40 Cr,$15.03M,964039589.9799922,Mobility,Pune,Maharashtra,Vijay Shekhar Sharma,Series A,2015-09-24,2015,Q3,September
UrbanLadder,₹44.57 Cr,$6.63M,445655367.5482381,Fintech,Kochi,Kerala,Indian Angel Network,Series A,2016-01-17,2016,Q1,January
KissanKraft,₹19.34 Cr,$2.29M,193400440.5249531,Gaming,Pune,Maharashtra,Blume Ventures,Pre-Series A,2025-02-14,2025,Q1,February
FabHotels,₹308.84 Cr,$41.68M,3088396228.490923,SaaS,Chennai,Tamil Nadu,Peak XV Partners,Series B,2020-04-14,2020,Q2,April
AgroStar,₹273.48 Cr,$42.63M,2734809916.7639995,Foodtech,Chennai,Tamil Nadu,Nexus Venture Partners,Series B,2015-08-01,2015,Q3,August
BharatPe,₹68.35 Cr,$9.30M,683453980.9159245,Healthtech,Mumbai,Maharashtra,Sachin Bansal,Series A,2021-03-24,2021,Q1,March
BharatMatrimony,₹13.60 Cr,$2.23M,136040873.48221886,E-Commerce,Pune,Maharashtra,Deepinder Goyal,Seed,2014-12-01,2014,Q4,December
FabFurnish,₹239.71 Cr,$35.67M,2397108510.8237653,Foodtech,Hyderabad,Telangana,"Steadview Capital, Nexus Venture Partners",Series B,2016-05-02,2016,Q2,May
DealShare,₹8.91 Cr,$1.13M,89098296.97662523,Foodtech,Hyderabad,Telangana,Blume Ventures,Seed,2022-02-22,2022,Q1,February
Shadowfax,₹17.56 Cr,$2.57M,175626496.35173646,SaaS,Pune,Maharashtra,Sequoia Capital India,Pre-Series A,2018-11-20,2018,Q4,November
BharatPe,₹7.31 Cr,$1.04M,73115876.07996508,Healthtech,Delhi,Delhi,Ritesh Agarwal,Seed,2019-04-12,2019,Q2,April
DailyHunt,₹6.51 Cr,$0.83M,65079919.06663838,Fintech,Pune,Maharashtra,Peak XV Partners,Seed,2022-08-09,2022,Q3,August
Groww,₹49.55 Cr,$7.37M,495536610.56589764,Fintech,Mumbai,Maharashtra,Ratan Tata,Series A,2016-10-15,2016,Q4,October
Yulu,₹141.85 Cr,$19.30M,1418485851.7908444,Mobility,Hyderabad,Telangana,"Blume Ventures, Bhavish Aggarwal",Series A,2021-11-11,2021,Q4,November
Yellow Messenger,₹21.28 Cr,$3.27M,212762789.46474546,Healthtech,Jaipur,Rajasthan,Falguni Nayar,Pre-Series A,2017-07-13,2017,Q3,July
Xpressbees,₹27.99 Cr,$4.30M,279890571.40094763,Fintech,Bangalore,Karnataka,Mumbai Angels,Pre-Series A,2017-05-09,2017,Q2,May
Jumbotail,₹23.48 Cr,$2.82M,234783960.8030491,SaaS,Pune,Maharashtra,Chiratae Ventures,Pre-Series A,2024-12-14,2024,Q4,December
ShareChat,₹21.58 Cr,$3.06M,215783399.63767508,Fintech,Mumbai,Maharashtra,Indian Angel Network,Pre-Series A,2019-03-14,2019,Q1,March
DailyHunt,₹9.54 Cr,$1.36M,95431979.10081376,Fintech,Pune,Maharashtra,Nexus Venture Partners,Seed,2019-05-03,2019,Q2,May
Oyo,₹17.14 Cr,$2.31M,171421178.0340485,E-Commerce,Delhi,Delhi,Matrix Partners India,Pre-Series A,2020-07-24,2020,Q3,July
Yellow Messenger,₹618.20 Cr,$83.43M,6181966750.29746,Healthtech,Chennai,Tamil Nadu,"Chiratae Ventures, Wipro Ventures",Series C,2020-12-26,2020,Q4,December
Cars24,₹23.15 Cr,$3.12M,231512138.55909836,Fintech,Visakhapatnam,Andhra Pradesh,Lightspeed India,Seed,2020-03-11,2020,Q1,March
Rapido,₹5.09 Cr,$0.78M,50925530.513106644,E-Commerce,Hyderabad,Telangana,Ritesh Agarwal,Seed,2017-07-06,2017,Q3,July
FabHotels,₹70.17 Cr,$9.55M,701672977.5169376,SaaS,Nagpur,Maharashtra,Matrix Partners India,Series A,2021-01-19,2021,Q1,January
Ola,₹12.89 Cr,$2.11M,128856151.67336747,E-Commerce,Bangalore,Karnataka,Mumbai Angels,Pre-Series A,2014-01-07,2014,Q1,January
Scripbox,₹15.39 Cr,$1.82M,153934610.20513266,Logistics,Thiruvananthapuram,Kerala,Chiratae Ventures,Pre-Series A,2025-06-13,2025,Q2,June
Zostel,₹62.79 Cr,$9.18M,627942918.2415568,Fintech,Pune,Maharashtra,Bhavish Aggarwal,Series A,2018-03-07,2018,Q1,March
boAt,₹73.34 Cr,$8.68M,733387663.6974213,Logistics,Gurgaon,Haryana,Nexus Venture Partners,Bridge,2025-07-08,2025,Q3,July
Revv,₹152.35 Cr,$21.63M,1523510742.6007423,Fintech,Delhi,Delhi,Accel Partners,Series B,2019-01-13,2019,Q1,January
Open Network,₹343.22 Cr,$40.62M,3432194523.318332,Healthtech,Mysore,Karnataka,"Lightspeed India, Peak XV Partners",Series B,2025-06-08,2025,Q2,June
CarDekho,₹103.42 Cr,$17.65M,1034229241.0011458,E-Commerce,Gurgaon,Haryana,"Elevation Capital, Mumbai Angels",Series B,2013-12-12,2013,Q4,December
Shadowfax,₹6.11 Cr,$0.87M,61120486.04968788,SaaS,Coimbatore,Tamil Nadu,Vijay Shekhar Sharma,Pre-Series A,2019-01-13,2019,Q1,January
OfBusiness,₹100.22 Cr,$14.65M,1002165108.8625836,E-Commerce,Pune,Maharashtra,Elevation Capital,Series A,2018-11-13,2018,Q4,November
Grofers,₹120.21 Cr,$17.58M,1202098235.5677125,E-Commerce,Hyderabad,Telangana,"Nexus Venture Partners, Ratan Tata",Series A,2018-08-14,2018,Q3,August
Treebo,₹47.99 Cr,$7.37M,479852574.63398004,Logistics,Mumbai,Maharashtra,Ritesh Agarwal,Series A,2017-06-26,2017,Q2,June
Chingari,₹173.65 Cr,$23.63M,1736466819.6507008,Healthtech,Mumbai,Maharashtra,Peak XV Partners,Series B,2021-05-01,2021,Q2,May
M2P Fintech,₹947.90 Cr,$120.60M,9478972679.599855,Fintech,Hyderabad,Telangana,"Multiples Alternate Asset Management, Lightspeed Venture Partners, Sequoia Capital, Alibaba",Series C,2022-03-16,2022,Q1,March
